datetime,power,capacity,spot_price_prediction
2021-07-06 19:00:00,300.0,150.0,151.45438826947628
2021-07-06 19:30:00,0.0,0.0,150.00167319777037
2021-07-06 20:00:00,0.0,0.0,146.0702078515445
2021-07-06 20:30:00,0.0,0.0,140.3874250941888
2021-07-06 21:00:00,0.0,0.0,135.4088516926087
2021-07-06 21:30:00,0.0,0.0,129.3707620716933
2021-07-06 22:00:00,0.0,0.0,120.79759243223904
2021-07-06 22:30:00,0.0,0.0,111.94006622995128
2021-07-06 23:00:00,0.0,0.0,106.99358693954412
2021-07-06 23:30:00,0.0,0.0,107.74950192303656
2021-07-07 00:00:00,0.0,0.0,157.23582794243106
2021-07-07 00:30:00,0.0,0.0,144.88676608434602
2021-07-07 01:00:00,0.0,0.0,135.9059367532531
2021-07-07 01:30:00,0.0,0.0,126.82757148401728
2021-07-07 02:00:00,0.0,0.0,119.297455316802
2021-07-07 02:30:00,0.0,0.0,112.53105812586035
2021-07-07 03:00:00,-88.8888888888889,0.0,108.58149867772129
2021-07-07 03:30:00,-300.0,40.0,106.62722943191022
2021-07-07 04:00:00,-300.0,175.0,105.8382809759113
2021-07-07 04:30:00,-300.0,310.0,104.73964379178628
2021-07-07 05:00:00,-300.0,445.0,107.47495195308828
2021-07-07 05:30:00,0.0,580.0,112.77871718437292
2021-07-07 06:00:00,0.0,580.0,119.65032763235132
2021-07-07 06:30:00,0.0,580.0,131.45428677252167
2021-07-07 07:00:00,0.0,580.0,142.50826504954844
2021-07-07 07:30:00,0.0,580.0,152.32564563497593
2021-07-07 08:00:00,0.0,580.0,161.51745043323447
2021-07-07 08:30:00,0.0,580.0,168.31698178536513
2021-07-07 09:00:00,0.0,580.0,169.26827505199336
2021-07-07 09:30:00,0.0,580.0,166.74176185278708
2021-07-07 10:00:00,0.0,580.0,162.27696140403987
2021-07-07 10:30:00,0.0,580.0,158.30972857508726
2021-07-07 11:00:00,0.0,580.0,151.93919196936162
2021-07-07 11:30:00,0.0,580.0,143.97774180494642
2021-07-07 12:00:00,0.0,580.0,138.9271436889768
2021-07-07 12:30:00,0.0,580.0,135.87224265668516
2021-07-07 13:00:00,0.0,580.0,135.59905036365
2021-07-07 13:30:00,0.0,580.0,142.15817168517833
2021-07-07 14:00:00,0.0,580.0,146.7367544237373
2021-07-07 14:30:00,0.0,580.0,148.1066578242813
2021-07-07 15:00:00,0.0,580.0,149.69326200051756
2021-07-07 15:30:00,0.0,580.0,153.35649674901111
2021-07-07 16:00:00,0.0,580.0,158.23163834370246
2021-07-07 16:30:00,0.0,580.0,161.88766909343283
2021-07-07 17:00:00,0.0,580.0,170.152867456582
2021-07-07 17:30:00,260.0,580.0,178.7968260131551
2021-07-07 18:00:00,300.0,450.0,185.8874748605832
2021-07-07 18:30:00,300.0,300.0,185.25207530048283
2021-07-07 19:00:00,300.0,150.0,182.6665568894564
2021-07-07 19:30:00,0.0,0.0,178.34249642170525
2021-07-07 20:00:00,0.0,0.0,174.84718001350058
2021-07-07 20:30:00,0.0,0.0,170.15668487552597
2021-07-07 21:00:00,0.0,0.0,165.12823442503102
2021-07-07 21:30:00,0.0,0.0,160.7648228778853
2021-07-07 22:00:00,0.0,0.0,155.40413597884253
2021-07-07 22:30:00,0.0,0.0,146.03686331689102
2021-07-07 23:00:00,0.0,0.0,139.6363198317388
2021-07-07 23:30:00,0.0,0.0,140.41502913616273
2021-07-08 00:00:00,0.0,0.0,162.59414510435948
2021-07-08 00:30:00,0.0,0.0,150.39722502362508
2021-07-08 01:00:00,0.0,0.0,140.36670689021557
2021-07-08 01:30:00,0.0,0.0,132.61642096948125
2021-07-08 02:00:00,0.0,0.0,125.94022714754593
2021-07-08 02:30:00,0.0,0.0,120.42627466672658
2021-07-08 03:00:00,-88.8888888888889,0.0,116.78758123234287
2021-07-08 03:30:00,-300.0,40.0,114.74210223193066
2021-07-08 04:00:00,-300.0,175.0,113.30419463884492
2021-07-08 04:30:00,-300.0,310.0,113.43147524056847
2021-07-08 05:00:00,-300.0,445.0,115.14772658429044
2021-07-08 05:30:00,0.0,580.0,119.33094187848664
2021-07-08 06:00:00,0.0,580.0,126.50606483314148
2021-07-08 06:30:00,0.0,580.0,138.21073702106057
2021-07-08 07:00:00,0.0,580.0,151.7281831889689
2021-07-08 07:30:00,0.0,580.0,162.82510883676673
2021-07-08 08:00:00,1.13686837721616e-13,580.0,174.38409877345816
2021-07-08 08:30:00,300.0,580.0,183.27245231927296
2021-07-08 09:00:00,300.0,430.0,184.3425882434248
2021-07-08 09:30:00,300.0,280.0,181.7688706304608
2021-07-08 10:00:00,0.0,130.0,173.88232291262415
2021-07-08 10:30:00,0.0,130.0,165.24291204476506
2021-07-08 11:00:00,0.0,130.0,156.53420465825212
2021-07-08 11:30:00,0.0,130.0,149.07225250220668
2021-07-08 12:00:00,0.0,130.0,144.23324817660557
2021-07-08 12:30:00,-300.0,130.0,140.9340270599485
2021-07-08 13:00:00,-300.0,265.0,140.39672543129598
2021-07-08 13:30:00,-300.0,400.0,140.3918861837272
2021-07-08 14:00:00,-100.0,535.0,142.4676648526524
2021-07-08 14:30:00,0.0,580.0,143.46084211053207
2021-07-08 15:00:00,0.0,580.0,147.8631311951863
2021-07-08 15:30:00,0.0,580.0,154.53852598644596
2021-07-08 16:00:00,0.0,580.0,160.55572778351498
2021-07-08 16:30:00,0.0,580.0,168.56720970060238
2021-07-08 17:00:00,0.0,580.0,178.72285471457792
2021-07-08 17:30:00,0.0,580.0,189.09706750370296
2021-07-08 18:00:00,300.0,580.0,200.49037062945737
2021-07-08 18:30:00,300.0,430.0,202.4037553632023
2021-07-08 19:00:00,300.0,280.0,200.2423268839293
2021-07-08 19:30:00,260.0,130.0,196.62271675902457
2021-07-08 20:00:00,0.0,0.0,192.8934858355938
2021-07-08 20:30:00,0.0,0.0,187.66827466004364
2021-07-08 21:00:00,0.0,0.0,182.6629941469608
2021-07-08 21:30:00,0.0,0.0,176.01262957963357
2021-07-08 22:00:00,0.0,0.0,169.7519844079497
2021-07-08 22:30:00,0.0,0.0,161.67700723204385
2021-07-08 23:00:00,0.0,0.0,153.26959532054704
2021-07-08 23:30:00,0.0,0.0,152.20468570791508
2021-07-09 00:00:00,0.0,0.0,170.15559701264178
2021-07-09 00:30:00,0.0,0.0,157.54862863621986
2021-07-09 01:00:00,0.0,0.0,148.85161064477728
2021-07-09 01:30:00,0.0,0.0,141.76405543608
2021-07-09 02:00:00,0.0,0.0,134.92961902397226
2021-07-09 02:30:00,-300.0,0.0,130.86105954393778
2021-07-09 03:00:00,-300.0,135.0,130.02910765188844
2021-07-09 03:30:00,-300.0,270.0,129.27049663695414
2021-07-09 04:00:00,-300.0,405.0,129.36467942917605
2021-07-09 04:30:00,-88.8888888888888,540.0,131.23801857197216
2021-07-09 05:00:00,0.0,580.0,132.8909514017659
2021-07-09 05:30:00,0.0,580.0,139.2767514985085
2021-07-09 06:00:00,0.0,580.0,146.96351817628914
2021-07-09 06:30:00,0.0,580.0,159.2608546106795
2021-07-09 07:00:00,0.0,580.0,172.45834244112268
2021-07-09 07:30:00,0.0,580.0,183.953599621113
2021-07-09 08:00:00,260.0,580.0,196.4906793450678
2021-07-09 08:30:00,300.0,450.0,205.37941077619143
2021-07-09 09:00:00,300.0,300.0,206.75901198660532
2021-07-09 09:30:00,300.0,150.0,201.8778980347047
2021-07-09 10:00:00,0.0,0.0,193.237253225456
2021-07-09 10:30:00,0.0,0.0,183.24376007350247
2021-07-09 11:00:00,0.0,0.0,171.41272389326755
2021-07-09 11:30:00,0.0,0.0,163.23838533375186
2021-07-09 12:00:00,0.0,0.0,157.15091610629366
2021-07-09 12:30:00,0.0,0.0,151.54836684011252
2021-07-09 13:00:00,-88.8888888888889,0.0,147.2585339706942
2021-07-09 13:30:00,-300.0,40.0,145.6026741788944
2021-07-09 14:00:00,-300.0,175.0,143.75472742066222
2021-07-09 14:30:00,-300.0,310.0,144.1847928947674
2021-07-09 15:00:00,-300.0,445.0,145.81932015150977
2021-07-09 15:30:00,0.0,580.0,150.35082753672634
2021-07-09 16:00:00,0.0,580.0,157.26741313883898
2021-07-09 16:30:00,0.0,580.0,165.52881170937297
2021-07-09 17:00:00,0.0,580.0,176.88508954371133
2021-07-09 17:30:00,0.0,580.0,190.42732164090933
2021-07-09 18:00:00,300.0,580.0,199.28968249336316
2021-07-09 18:30:00,300.0,430.0,199.94256701620537
2021-07-09 19:00:00,300.0,280.0,199.1033095823098
