time,spot_price,inter_gen,demand,period
2018-01-01 00:00:00,90.43,146.87,4599,1
2018-01-01 00:30:00,92.46,131.68,4398,2
2018-01-01 01:00:00,87.62,119.98,4238,3
2018-01-01 01:30:00,73.08,123.86,4112,4
2018-01-01 02:00:00,70.18,132.72,3956,5
2018-01-01 02:30:00,67.43,120.73,3833,6
2018-01-01 03:00:00,66.31,128.69,3749,7
2018-01-01 03:30:00,67.72,122.97,3702,8
2018-01-01 04:00:00,65.5,116.66,3688,9
2018-01-01 04:30:00,64.5,125.17,3700,10
2018-01-01 05:00:00,65.41,112.73,3701,11
2018-01-01 05:30:00,63.66,126.54,3721,12
2018-01-01 06:00:00,59.9,149.29,3731,13
2018-01-01 06:30:00,64.67,159.9,3786,14
2018-01-01 07:00:00,66.89,155.03,3811,15
2018-01-01 07:30:00,67.06,124.56,3776,16
2018-01-01 08:00:00,67.49,105.21,3802,17
2018-01-01 08:30:00,67.12,83.25,3835,18
2018-01-01 09:00:00,67.47,66.24,3829,19
2018-01-01 09:30:00,71.02,73.56,3856,20
2018-01-01 10:00:00,71.08,84.96,3846,21
2018-01-01 10:30:00,71.13,64.0,3833,22
2018-01-01 11:00:00,74.86,81.7,3834,23
2018-01-01 11:30:00,72.45,113.44,3844,24
2018-01-01 12:00:00,66.51,122.39,3865,25
2018-01-01 12:30:00,64.77,129.18,3871,26
2018-01-01 13:00:00,70.02,118.18,3888,27
2018-01-01 13:30:00,76.04,132.45,3941,28
2018-01-01 14:00:00,76.8,136.74,4022,29
2018-01-01 14:30:00,76.77,142.04,4118,30
2018-01-01 15:00:00,73.21,121.6,4241,31
2018-01-01 15:30:00,78.59,109.16,4383,32
2018-01-01 16:00:00,85.27,101.92,4527,33
2018-01-01 16:30:00,80.8,104.47,4687,34
2018-01-01 17:00:00,81.76,105.16,4809,35
2018-01-01 17:30:00,75.14,109.4,4863,36
2018-01-01 18:00:00,73.45,124.84,4880,37
2018-01-01 18:30:00,68.77,151.51,4840,38
2018-01-01 19:00:00,70.64,181.25,4760,39
2018-01-01 19:30:00,67.8,185.54,4667,40
2018-01-01 20:00:00,73.9,179.73,4602,41
2018-01-01 20:30:00,77.97,172.92,4602,42
2018-01-01 21:00:00,70.04,175.67,4516,43
2018-01-01 21:30:00,71.25,166.08,4425,44
2018-01-01 22:00:00,66.06,158.81,4329,45
2018-01-01 22:30:00,64.77,114.76,4254,46
2018-01-01 23:00:00,61.09,96.57,4228,47
2018-01-01 23:30:00,63.55,100.23,4429,48
2018-01-02 00:00:00,60.31,100.61,4436,1
2018-01-02 00:30:00,57.33,105.78,4259,2
2018-01-02 01:00:00,56.32,118.78,4123,3
2018-01-02 01:30:00,51.96,111.36,4032,4
2018-01-02 02:00:00,53.57,90.74,3899,5
2018-01-02 02:30:00,52.5,89.41,3799,6
2018-01-02 03:00:00,53.61,87.41,3750,7
2018-01-02 03:30:00,53.13,87.9,3744,8
2018-01-02 04:00:00,53.75,76.44,3757,9
2018-01-02 04:30:00,51.11,75.28,3844,10
2018-01-02 05:00:00,66.34,78.21,3937,11
2018-01-02 05:30:00,67.81,55.39,4071,12
2018-01-02 06:00:00,69.3,66.86,4198,13
2018-01-02 06:30:00,68.97,69.5,4405,14
2018-01-02 07:00:00,77.13,62.01,4570,15
2018-01-02 07:30:00,72.24,81.57,4579,16
2018-01-02 08:00:00,73.57,117.11,4666,17
2018-01-02 08:30:00,77.12,130.06,4689,18
2018-01-02 09:00:00,82.21,101.0,4687,19
2018-01-02 09:30:00,77.9,141.79,4699,20
2018-01-02 10:00:00,71.6,151.29,4703,21
2018-01-02 10:30:00,73.31,144.49,4703,22
2018-01-02 11:00:00,75.77,159.68,4710,23
2018-01-02 11:30:00,76.87,129.66,4721,24
2018-01-02 12:00:00,78.8,139.65,4703,25
2018-01-02 12:30:00,78.67,151.42,4718,26
2018-01-02 13:00:00,76.94,140.49,4743,27
2018-01-02 13:30:00,81.04,169.21,4773,28
2018-01-02 14:00:00,73.05,242.94,4808,29
2018-01-02 14:30:00,76.59,224.51,4840,30
2018-01-02 15:00:00,68.26,224.9,4829,31
2018-01-02 15:30:00,75.28,228.23,4927,32
2018-01-02 16:00:00,74.09,220.96,5010,33
2018-01-02 16:30:00,74.82,232.71,5102,34
2018-01-02 17:00:00,71.29,291.39,5186,35
2018-01-02 17:30:00,68.33,267.44,5151,36
2018-01-02 18:00:00,69.4,263.84,5075,37
2018-01-02 18:30:00,74.12,259.05,5020,38
2018-01-02 19:00:00,76.4,258.45,4946,39
2018-01-02 19:30:00,67.8,237.79,4868,40
2018-01-02 20:00:00,76.62,234.92,4876,41
2018-01-02 20:30:00,78.06,233.37,4875,42
2018-01-02 21:00:00,68.68,222.63,4783,43
2018-01-02 21:30:00,66.61,203.63,4685,44
2018-01-02 22:00:00,60.58,211.24,4522,45
2018-01-02 22:30:00,63.89,195.81,4448,46
2018-01-02 23:00:00,62.97,157.88,4379,47
2018-01-02 23:30:00,65.81,176.0,4616,48
2018-01-03 00:00:00,66.02,189.55,4624,1
2018-01-03 00:30:00,59.33,151.35,4444,2
2018-01-03 01:00:00,55.01,162.32,4296,3
2018-01-03 01:30:00,46.83,181.14,4185,4
2018-01-03 02:00:00,46.92,199.27,4061,5
2018-01-03 02:30:00,49.74,208.08,3960,6
2018-01-03 03:00:00,49.37,205.66,3884,7
2018-01-03 03:30:00,50.99,211.32,3879,8
2018-01-03 04:00:00,52.0,184.68,3930,9
2018-01-03 04:30:00,54.33,165.97,3995,10
2018-01-03 05:00:00,55.38,163.18,4088,11
2018-01-03 05:30:00,62.36,139.23,4235,12
2018-01-03 06:00:00,63.41,119.52,4370,13
2018-01-03 06:30:00,67.53,102.34,4551,14
2018-01-03 07:00:00,69.86,100.7,4701,15
2018-01-03 07:30:00,71.44,122.8,4683,16
2018-01-03 08:00:00,71.0,125.26,4712,17
2018-01-03 08:30:00,72.51,129.63,4731,18
2018-01-03 09:00:00,73.81,125.08,4732,19
2018-01-03 09:30:00,74.1,94.53,4747,20
2018-01-03 10:00:00,73.46,108.49,4694,21
2018-01-03 10:30:00,71.7,87.84,4683,22
2018-01-03 11:00:00,75.72,52.16,4705,23
2018-01-03 11:30:00,73.89,51.23,4708,24
2018-01-03 12:00:00,76.72,72.5,4633,25
2018-01-03 12:30:00,73.1,90.42,4588,26
2018-01-03 13:00:00,72.73,84.91,4604,27
2018-01-03 13:30:00,72.04,97.55,4574,28
2018-01-03 14:00:00,76.79,105.76,4618,29
2018-01-03 14:30:00,73.56,105.92,4595,30
2018-01-03 15:00:00,74.14,108.6,4677,31
2018-01-03 15:30:00,70.81,132.44,4741,32
2018-01-03 16:00:00,72.27,151.1,4889,33
2018-01-03 16:30:00,70.84,170.68,5003,34
2018-01-03 17:00:00,71.56,186.79,5083,35
2018-01-03 17:30:00,69.83,196.44,5065,36
2018-01-03 18:00:00,66.88,215.15,5046,37
2018-01-03 18:30:00,73.66,220.42,5021,38
2018-01-03 19:00:00,76.22,225.26,4966,39
2018-01-03 19:30:00,77.83,217.14,4882,40
2018-01-03 20:00:00,71.99,202.56,4850,41
2018-01-03 20:30:00,66.75,164.32,4861,42
2018-01-03 21:00:00,63.98,146.14,4800,43
2018-01-03 21:30:00,63.74,132.48,4726,44
2018-01-03 22:00:00,62.66,105.89,4554,45
2018-01-03 22:30:00,62.53,63.04,4484,46
2018-01-03 23:00:00,63.84,49.68,4431,47
2018-01-03 23:30:00,68.42,45.78,4653,48
2018-01-04 00:00:00,69.84,40.14,4622,1
2018-01-04 00:30:00,64.18,49.63,4456,2
2018-01-04 01:00:00,59.57,53.46,4286,3
2018-01-04 01:30:00,49.52,55.19,4182,4
2018-01-04 02:00:00,51.14,48.13,4066,5
2018-01-04 02:30:00,53.93,39.93,3940,6
2018-01-04 03:00:00,54.01,41.5,3899,7
2018-01-04 03:30:00,40.4,33.6,3866,8
2018-01-04 04:00:00,52.69,21.23,3896,9
2018-01-04 04:30:00,53.16,19.64,3970,10
2018-01-04 05:00:00,54.53,11.02,4075,11
2018-01-04 05:30:00,59.28,12.7,4241,12
2018-01-04 06:00:00,61.77,23.55,4386,13
2018-01-04 06:30:00,70.66,22.24,4617,14
2018-01-04 07:00:00,83.53,15.29,4745,15
2018-01-04 07:30:00,80.31,10.53,4703,16
2018-01-04 08:00:00,96.98,7.52,4718,17
2018-01-04 08:30:00,89.83,5.83,4728,18
2018-01-04 09:00:00,91.34,9.8,4729,19
2018-01-04 09:30:00,81.61,22.19,4755,20
2018-01-04 10:00:00,82.48,33.41,4764,21
2018-01-04 10:30:00,84.18,39.71,4757,22
2018-01-04 11:00:00,99.17,31.89,4813,23
2018-01-04 11:30:00,96.16,27.69,4822,24
2018-01-04 12:00:00,89.93,31.6,4884,25
2018-01-04 12:30:00,71.07,40.22,4905,26
2018-01-04 13:00:00,78.66,40.07,5005,27
2018-01-04 13:30:00,73.1,48.34,5032,28
2018-01-04 14:00:00,84.93,52.39,5076,29
2018-01-04 14:30:00,93.97,60.39,5159,30
2018-01-04 15:00:00,82.44,65.79,5252,31
2018-01-04 15:30:00,98.26,81.42,5377,32
2018-01-04 16:00:00,102.71,83.98,5521,33
2018-01-04 16:30:00,88.07,85.54,5600,34
2018-01-04 17:00:00,100.23,84.77,5702,35
2018-01-04 17:30:00,97.94,77.13,5687,36
2018-01-04 18:00:00,95.09,77.73,5648,37
2018-01-04 18:30:00,79.99,114.48,5542,38
2018-01-04 19:00:00,68.93,150.52,5408,39
2018-01-04 19:30:00,88.76,144.07,5310,40
2018-01-04 20:00:00,97.99,125.04,5247,41
2018-01-04 20:30:00,98.12,135.75,5176,42
2018-01-04 21:00:00,90.66,122.03,5074,43
2018-01-04 21:30:00,71.57,93.75,4898,44
2018-01-04 22:00:00,67.9,94.53,4729,45
2018-01-04 22:30:00,64.97,96.3,4626,46
2018-01-04 23:00:00,63.21,89.06,4543,47
2018-01-04 23:30:00,81.61,81.86,4736,48
2018-01-05 00:00:00,114.52,57.71,4727,1
2018-01-05 00:30:00,78.06,42.17,4501,2
2018-01-05 01:00:00,75.22,30.11,4371,3
2018-01-05 01:30:00,61.5,21.05,4262,4
2018-01-05 02:00:00,57.48,17.89,4147,5
2018-01-05 02:30:00,55.34,16.67,4067,6
2018-01-05 03:00:00,56.63,14.41,4018,7
2018-01-05 03:30:00,56.06,17.9,3976,8
2018-01-05 04:00:00,53.9,16.69,4002,9
2018-01-05 04:30:00,58.19,15.14,4089,10
2018-01-05 05:00:00,56.53,14.36,4145,11
2018-01-05 05:30:00,60.73,14.81,4328,12
2018-01-05 06:00:00,73.51,13.02,4458,13
2018-01-05 06:30:00,114.61,13.14,4643,14
2018-01-05 07:00:00,116.89,1.99,4795,15
2018-01-05 07:30:00,76.46,15.33,4775,16
2018-01-05 08:00:00,84.37,15.62,4901,17
2018-01-05 08:30:00,90.96,18.4,4948,18
2018-01-05 09:00:00,92.82,22.32,4964,19
2018-01-05 09:30:00,88.26,24.4,4995,20
2018-01-05 10:00:00,76.6,24.89,4973,21
2018-01-05 10:30:00,77.9,27.5,5042,22
2018-01-05 11:00:00,74.84,30.74,5055,23
2018-01-05 11:30:00,83.97,29.11,5143,24
2018-01-05 12:00:00,97.11,28.5,5179,25
2018-01-05 12:30:00,113.38,23.07,5259,26
2018-01-05 13:00:00,90.12,30.95,5356,27
2018-01-05 13:30:00,100.31,49.17,5453,28
2018-01-05 14:00:00,97.01,65.38,5575,29
2018-01-05 14:30:00,115.06,50.5,5739,30
2018-01-05 15:00:00,95.8,68.78,5882,31
2018-01-05 15:30:00,98.74,70.24,6104,32
2018-01-05 16:00:00,109.68,67.7,6343,33
2018-01-05 16:30:00,109.39,61.02,6442,34
2018-01-05 17:00:00,128.02,53.62,6612,35
2018-01-05 17:30:00,115.64,49.25,6563,36
2018-01-05 18:00:00,150.99,46.83,6625,37
2018-01-05 18:30:00,146.27,42.18,6575,38
2018-01-05 19:00:00,106.28,35.98,6456,39
2018-01-05 19:30:00,84.57,34.45,6195,40
2018-01-05 20:00:00,99.45,23.82,6058,41
2018-01-05 20:30:00,97.58,28.41,5885,42
2018-01-05 21:00:00,80.73,28.99,5736,43
2018-01-05 21:30:00,77.38,26.88,5502,44
2018-01-05 22:00:00,76.58,38.9,5285,45
2018-01-05 22:30:00,65.34,50.08,5072,46
2018-01-05 23:00:00,68.11,69.23,4946,47
2018-01-05 23:30:00,69.87,75.22,5105,48
2018-01-06 00:00:00,66.67,67.83,5044,1
2018-01-06 00:30:00,66.99,73.22,4804,2
2018-01-06 01:00:00,59.36,97.13,4625,3
2018-01-06 01:30:00,54.38,124.41,4480,4
2018-01-06 02:00:00,48.43,150.13,4352,5
2018-01-06 02:30:00,38.51,195.93,4224,6
2018-01-06 03:00:00,33.7,257.17,4162,7
2018-01-06 03:30:00,35.36,276.6,4091,8
2018-01-06 04:00:00,36.97,303.79,4121,9
2018-01-06 04:30:00,37.96,324.45,4213,10
2018-01-06 05:00:00,36.0,311.09,4256,11
2018-01-06 05:30:00,35.89,314.89,4316,12
2018-01-06 06:00:00,37.78,309.08,4384,13
2018-01-06 06:30:00,49.49,318.57,4541,14
2018-01-06 07:00:00,52.53,324.83,4707,15
2018-01-06 07:30:00,55.08,309.05,4793,16
2018-01-06 08:00:00,58.68,304.06,4965,17
2018-01-06 08:30:00,61.47,313.2,5195,18
2018-01-06 09:00:00,67.79,370.07,5461,19
2018-01-06 09:30:00,78.25,392.56,5685,20
2018-01-06 10:00:00,82.96,397.13,5948,21
2018-01-06 10:30:00,72.1,391.55,6176,22
2018-01-06 11:00:00,64.6,386.46,6408,23
2018-01-06 11:30:00,73.13,373.89,6612,24
2018-01-06 12:00:00,71.96,359.9,6755,25
2018-01-06 12:30:00,76.06,333.85,6940,26
2018-01-06 13:00:00,86.09,330.65,7109,27
2018-01-06 13:30:00,82.64,323.89,7281,28
2018-01-06 14:00:00,85.54,290.23,7445,29
2018-01-06 14:30:00,87.83,269.1,7598,30
2018-01-06 15:00:00,96.44,257.18,7753,31
2018-01-06 15:30:00,99.85,222.92,7936,32
2018-01-06 16:00:00,106.35,138.23,8094,33
2018-01-06 16:30:00,111.8,131.1,8101,34
2018-01-06 17:00:00,102.51,228.97,8059,35
2018-01-06 17:30:00,91.14,348.1,7624,36
2018-01-06 18:00:00,92.48,293.88,7278,37
2018-01-06 18:30:00,94.44,243.88,6973,38
2018-01-06 19:00:00,100.53,258.7,6649,39
2018-01-06 19:30:00,98.15,276.13,6403,40
2018-01-06 20:00:00,89.99,251.05,6208,41
2018-01-06 20:30:00,87.95,252.75,6146,42
2018-01-06 21:00:00,84.85,232.59,5997,43
2018-01-06 21:30:00,79.41,222.28,5769,44
2018-01-06 22:00:00,67.25,237.71,5518,45
2018-01-06 22:30:00,71.34,217.15,5297,46
2018-01-06 23:00:00,67.42,215.5,5112,47
2018-01-06 23:30:00,71.55,210.32,5163,48
2018-01-07 00:00:00,83.63,202.42,5025,1
2018-01-07 00:30:00,66.92,193.05,4749,2
2018-01-07 01:00:00,69.28,197.7,4570,3
2018-01-07 01:30:00,59.87,168.48,4442,4
2018-01-07 02:00:00,54.62,155.71,4272,5
2018-01-07 02:30:00,53.76,123.28,4162,6
2018-01-07 03:00:00,53.09,108.12,4068,7
2018-01-07 03:30:00,54.41,120.87,4030,8
2018-01-07 04:00:00,52.99,107.12,4060,9
2018-01-07 04:30:00,52.82,94.33,4077,10
2018-01-07 05:00:00,49.79,113.74,4076,11
2018-01-07 05:30:00,52.57,117.85,4078,12
2018-01-07 06:00:00,53.47,110.98,4066,13
2018-01-07 06:30:00,52.47,119.68,4099,14
2018-01-07 07:00:00,54.42,101.75,4170,15
2018-01-07 07:30:00,59.55,116.9,4184,16
2018-01-07 08:00:00,64.85,160.77,4258,17
2018-01-07 08:30:00,71.57,176.22,4377,18
2018-01-07 09:00:00,83.86,143.4,4457,19
2018-01-07 09:30:00,82.87,82.87,4531,20
2018-01-07 10:00:00,79.59,36.76,4559,21
2018-01-07 10:30:00,82.66,56.05,4559,22
2018-01-07 11:00:00,85.88,78.68,4567,23
2018-01-07 11:30:00,77.65,105.74,4536,24
2018-01-07 12:00:00,90.67,76.12,4539,25
2018-01-07 12:30:00,87.49,61.84,4544,26
2018-01-07 13:00:00,87.65,50.09,4581,27
2018-01-07 13:30:00,88.05,46.92,4567,28
2018-01-07 14:00:00,90.87,49.4,4616,29
2018-01-07 14:30:00,93.31,54.12,4670,30
2018-01-07 15:00:00,105.33,65.22,4755,31
2018-01-07 15:30:00,110.22,64.77,4832,32
2018-01-07 16:00:00,106.82,63.81,4896,33
2018-01-07 16:30:00,117.24,70.42,4994,34
2018-01-07 17:00:00,125.39,76.49,5098,35
2018-01-07 17:30:00,109.94,77.92,5127,36
2018-01-07 18:00:00,98.71,70.23,5144,37
2018-01-07 18:30:00,91.68,41.54,5090,38
2018-01-07 19:00:00,105.33,33.22,5057,39
2018-01-07 19:30:00,97.78,25.93,4983,40
2018-01-07 20:00:00,90.13,20.51,4950,41
2018-01-07 20:30:00,87.9,18.32,4968,42
2018-01-07 21:00:00,82.3,24.66,4860,43
2018-01-07 21:30:00,77.87,33.66,4736,44
2018-01-07 22:00:00,66.59,33.4,4589,45
2018-01-07 22:30:00,92.33,29.72,4479,46
2018-01-07 23:00:00,84.28,28.06,4438,47
2018-01-07 23:30:00,79.27,25.85,4627,48
2018-01-08 00:00:00,96.64,20.54,4632,1
2018-01-08 00:30:00,96.04,19.3,4438,2
2018-01-08 01:00:00,101.95,34.0,4312,3
2018-01-08 01:30:00,66.57,59.59,4206,4
2018-01-08 02:00:00,56.5,74.88,4108,5
2018-01-08 02:30:00,56.17,108.13,4062,6
2018-01-08 03:00:00,55.96,84.81,4010,7
2018-01-08 03:30:00,56.38,50.85,4007,8
2018-01-08 04:00:00,56.22,51.58,4034,9
2018-01-08 04:30:00,60.28,58.78,4157,10
2018-01-08 05:00:00,91.8,43.52,4222,11
2018-01-08 05:30:00,93.24,53.65,4435,12
2018-01-08 06:00:00,105.93,51.61,4629,13
2018-01-08 06:30:00,94.39,51.57,4883,14
2018-01-08 07:00:00,108.6,41.26,5099,15
2018-01-08 07:30:00,81.84,68.35,5176,16
2018-01-08 08:00:00,84.96,80.34,5280,17
2018-01-08 08:30:00,87.0,68.53,5380,18
2018-01-08 09:00:00,87.0,81.96,5382,19
2018-01-08 09:30:00,87.0,74.43,5435,20
2018-01-08 10:00:00,87.0,49.92,5434,21
2018-01-08 10:30:00,91.15,46.55,5493,22
2018-01-08 11:00:00,97.84,33.65,5456,23
2018-01-08 11:30:00,94.35,25.95,5452,24
2018-01-08 12:00:00,92.21,21.17,5431,25
2018-01-08 12:30:00,98.01,10.86,5486,26
2018-01-08 13:00:00,100.65,5.98,5559,27
2018-01-08 13:30:00,101.85,19.11,5593,28
2018-01-08 14:00:00,96.5,21.96,5558,29
2018-01-08 14:30:00,91.1,23.8,5521,30
2018-01-08 15:00:00,95.94,25.59,5493,31
2018-01-08 15:30:00,92.27,26.77,5547,32
2018-01-08 16:00:00,96.96,28.9,5614,33
2018-01-08 16:30:00,95.94,31.1,5747,34
2018-01-08 17:00:00,96.91,36.83,5841,35
2018-01-08 17:30:00,86.83,38.97,5699,36
2018-01-08 18:00:00,87.0,46.26,5604,37
2018-01-08 18:30:00,87.0,68.69,5458,38
2018-01-08 19:00:00,87.0,105.19,5360,39
2018-01-08 19:30:00,87.23,125.94,5266,40
2018-01-08 20:00:00,86.96,142.56,5236,41
2018-01-08 20:30:00,87.0,155.4,5221,42
2018-01-08 21:00:00,86.78,172.84,5089,43
2018-01-08 21:30:00,87.0,167.05,4958,44
2018-01-08 22:00:00,80.01,163.07,4771,45
2018-01-08 22:30:00,85.05,175.24,4643,46
2018-01-08 23:00:00,82.94,187.78,4591,47
2018-01-08 23:30:00,87.73,168.31,4769,48
2018-01-09 00:00:00,85.08,166.85,4761,1
2018-01-09 00:30:00,81.79,160.87,4572,2
2018-01-09 01:00:00,77.72,142.62,4409,3
2018-01-09 01:30:00,77.04,131.03,4293,4
2018-01-09 02:00:00,75.53,135.45,4172,5
2018-01-09 02:30:00,68.56,151.49,4076,6
2018-01-09 03:00:00,66.64,174.35,4022,7
2018-01-09 03:30:00,58.66,181.04,4055,8
2018-01-09 04:00:00,56.79,161.31,4110,9
2018-01-09 04:30:00,55.68,170.65,4211,10
2018-01-09 05:00:00,58.32,181.55,4315,11
2018-01-09 05:30:00,57.54,172.27,4471,12
2018-01-09 06:00:00,57.88,195.85,4648,13
2018-01-09 06:30:00,68.04,236.7,4893,14
2018-01-09 07:00:00,75.92,225.73,5046,15
2018-01-09 07:30:00,77.98,173.55,5064,16
2018-01-09 08:00:00,78.13,201.95,5134,17
2018-01-09 08:30:00,74.01,244.91,5140,18
2018-01-09 09:00:00,74.04,259.38,5135,19
2018-01-09 09:30:00,76.04,251.13,5122,20
2018-01-09 10:00:00,74.59,243.57,5155,21
2018-01-09 10:30:00,77.82,229.72,5189,22
2018-01-09 11:00:00,88.61,225.1,5215,23
2018-01-09 11:30:00,88.77,226.65,5156,24
2018-01-09 12:00:00,87.4,214.64,5130,25
2018-01-09 12:30:00,84.79,195.37,5135,26
2018-01-09 13:00:00,84.4,186.9,5102,27
2018-01-09 13:30:00,80.83,194.61,5076,28
2018-01-09 14:00:00,67.1,199.96,5065,29
2018-01-09 14:30:00,71.27,205.49,5005,30
2018-01-09 15:00:00,71.37,212.69,5069,31
2018-01-09 15:30:00,71.07,205.73,5091,32
2018-01-09 16:00:00,80.38,203.88,5179,33
2018-01-09 16:30:00,85.8,206.7,5269,34
2018-01-09 17:00:00,111.63,193.77,5308,35
2018-01-09 17:30:00,97.13,195.12,5258,36
2018-01-09 18:00:00,97.76,195.9,5265,37
2018-01-09 18:30:00,73.53,203.29,5178,38
2018-01-09 19:00:00,76.4,190.84,5120,39
2018-01-09 19:30:00,72.77,168.71,4990,40
2018-01-09 20:00:00,74.92,151.38,4961,41
2018-01-09 20:30:00,81.01,143.8,4973,42
2018-01-09 21:00:00,81.5,148.26,4880,43
2018-01-09 21:30:00,75.37,154.78,4741,44
2018-01-09 22:00:00,67.06,163.51,4597,45
2018-01-09 22:30:00,71.86,171.88,4483,46
2018-01-09 23:00:00,68.5,171.38,4433,47
2018-01-09 23:30:00,89.95,174.91,4620,48
2018-01-10 00:00:00,82.63,180.03,4632,1
2018-01-10 00:30:00,64.01,184.17,4447,2
2018-01-10 01:00:00,60.62,161.02,4349,3
2018-01-10 01:30:00,57.29,121.59,4233,4
2018-01-10 02:00:00,53.96,118.75,4149,5
2018-01-10 02:30:00,55.25,152.5,4050,6
2018-01-10 03:00:00,53.47,152.69,4033,7
2018-01-10 03:30:00,56.32,173.44,4020,8
2018-01-10 04:00:00,52.51,159.65,4056,9
2018-01-10 04:30:00,56.64,157.07,4162,10
2018-01-10 05:00:00,53.04,194.95,4283,11
2018-01-10 05:30:00,59.89,213.64,4404,12
2018-01-10 06:00:00,60.72,211.39,4581,13
2018-01-10 06:30:00,68.89,196.04,4843,14
2018-01-10 07:00:00,91.41,150.52,5049,15
2018-01-10 07:30:00,89.35,129.23,5009,16
2018-01-10 08:00:00,76.17,124.71,5045,17
2018-01-10 08:30:00,84.81,114.97,5048,18
2018-01-10 09:00:00,88.55,104.79,5011,19
2018-01-10 09:30:00,91.28,115.61,4988,20
2018-01-10 10:00:00,92.23,97.31,4963,21
2018-01-10 10:30:00,94.35,46.49,5022,22
2018-01-10 11:00:00,96.9,37.35,5078,23
2018-01-10 11:30:00,96.59,57.74,5128,24
2018-01-10 12:00:00,97.22,66.42,5111,25
2018-01-10 12:30:00,91.66,79.2,5204,26
2018-01-10 13:00:00,86.45,79.83,5267,27
2018-01-10 13:30:00,85.86,62.6,5373,28
2018-01-10 14:00:00,86.41,65.35,5496,29
2018-01-10 14:30:00,88.55,75.76,5519,30
2018-01-10 15:00:00,93.63,110.65,5483,31
2018-01-10 15:30:00,82.1,129.59,5573,32
2018-01-10 16:00:00,80.1,124.64,5632,33
2018-01-10 16:30:00,82.06,116.5,5689,34
2018-01-10 17:00:00,85.88,105.18,5672,35
2018-01-10 17:30:00,81.32,105.56,5642,36
2018-01-10 18:00:00,95.78,101.56,5645,37
2018-01-10 18:30:00,100.49,78.54,5650,38
2018-01-10 19:00:00,101.41,80.62,5601,39
2018-01-10 19:30:00,85.24,79.8,5431,40
2018-01-10 20:00:00,94.22,95.74,5393,41
2018-01-10 20:30:00,110.68,99.58,5379,42
2018-01-10 21:00:00,76.34,86.97,5274,43
2018-01-10 21:30:00,61.33,73.96,5091,44
2018-01-10 22:00:00,59.45,58.53,4937,45
2018-01-10 22:30:00,66.94,38.59,4784,46
2018-01-10 23:00:00,64.77,22.31,4694,47
2018-01-10 23:30:00,86.81,19.79,4855,48
2018-01-11 00:00:00,86.74,21.73,4854,1
2018-01-11 00:30:00,75.71,21.17,4598,2
2018-01-11 01:00:00,61.4,26.93,4475,3
2018-01-11 01:30:00,58.98,33.53,4390,4
2018-01-11 02:00:00,65.75,39.52,4322,5
2018-01-11 02:30:00,61.35,40.83,4234,6
2018-01-11 03:00:00,57.6,44.39,4177,7
2018-01-11 03:30:00,59.88,45.47,4177,8
2018-01-11 04:00:00,57.05,49.45,4195,9
2018-01-11 04:30:00,61.84,52.48,4301,10
2018-01-11 05:00:00,57.17,59.89,4361,11
2018-01-11 05:30:00,58.47,53.69,4522,12
2018-01-11 06:00:00,64.43,50.67,4721,13
2018-01-11 06:30:00,66.93,56.13,4981,14
2018-01-11 07:00:00,73.21,43.24,5163,15
2018-01-11 07:30:00,62.89,33.12,5198,16
2018-01-11 08:00:00,70.11,24.09,5305,17
2018-01-11 08:30:00,73.14,28.04,5437,18
2018-01-11 09:00:00,74.87,25.63,5484,19
2018-01-11 09:30:00,77.34,22.22,5560,20
2018-01-11 10:00:00,86.1,40.49,5692,21
2018-01-11 10:30:00,76.81,62.55,5755,22
2018-01-11 11:00:00,82.78,67.35,5919,23
2018-01-11 11:30:00,90.02,61.43,6057,24
2018-01-11 12:00:00,94.08,54.14,6239,25
2018-01-11 12:30:00,95.65,49.46,6402,26
2018-01-11 13:00:00,93.27,51.88,6538,27
2018-01-11 13:30:00,92.49,38.89,6684,28
2018-01-11 14:00:00,101.98,42.75,6882,29
2018-01-11 14:30:00,100.24,42.09,7095,30
2018-01-11 15:00:00,93.55,34.34,7201,31
2018-01-11 15:30:00,100.25,34.42,7412,32
2018-01-11 16:00:00,157.52,62.76,7674,33
2018-01-11 16:30:00,100.15,68.05,7714,34
2018-01-11 17:00:00,105.49,76.88,7787,35
2018-01-11 17:30:00,101.22,82.74,7682,36
2018-01-11 18:00:00,101.55,64.43,7663,37
2018-01-11 18:30:00,93.53,60.02,7533,38
2018-01-11 19:00:00,101.96,64.89,7403,39
2018-01-11 19:30:00,99.72,87.97,7153,40
2018-01-11 20:00:00,96.95,94.96,7073,41
2018-01-11 20:30:00,99.8,83.09,6900,42
2018-01-11 21:00:00,99.83,90.23,6686,43
2018-01-11 21:30:00,93.45,87.21,6360,44
2018-01-11 22:00:00,89.94,80.9,6045,45
2018-01-11 22:30:00,99.36,72.69,5743,46
2018-01-11 23:00:00,86.96,97.66,5507,47
2018-01-11 23:30:00,96.8,134.22,5606,48
2018-01-12 00:00:00,97.94,166.89,5504,1
2018-01-12 00:30:00,87.88,161.35,5239,2
2018-01-12 01:00:00,81.61,167.48,5059,3
2018-01-12 01:30:00,114.94,178.0,4882,4
2018-01-12 02:00:00,94.67,185.62,4761,5
2018-01-12 02:30:00,87.03,214.3,4669,6
2018-01-12 03:00:00,86.77,232.41,4616,7
2018-01-12 03:30:00,84.14,288.94,4644,8
2018-01-12 04:00:00,78.66,308.57,4652,9
